"No.","Residence Hall","Room","Occupancy","Time"
389,"Chapin House",212,1,4/7/2008 8:55
390,"Morriss Hall",301,6,4/7/2008 8:56
391,"Poland House",205,1,4/7/2008 8:56
392,"Grad Center B",610,6,4/7/2008 8:56
393,"Barbour Hall Apartments",360,5,4/7/2008 8:56
394,"Slater Hall",304,4,4/7/2008 8:56
394,"Slater Hall",303,2,4/7/2008 8:56
395,"New Pembroke #2",301,1,4/7/2008 8:57
395,"New Pembroke #2",303,1,4/7/2008 8:57
396,"Chapin House",320,1,4/7/2008 8:57
397,"Archibald House",303,1,4/7/2008 8:57
398,"Minden",415,3,4/7/2008 8:57
399,"No Show",,,4/7/2008 8:58
400,"Barbour Hall",305,2,4/7/2008 8:58
400,"Grad Center A",340,6,4/7/2008 8:58
400,"Chapin House","326A",1,4/7/2008 8:58
401,"Barbour Hall Apartments",390,4,4/7/2008 8:59
402,"New Pembroke #4",217,1,4/7/2008 8:59
403,"Poland House",325,1,4/7/2008 9:00
404,"No Show",,,4/7/2008 9:00
405,"Barbour Hall Apartments",180,4,4/7/2008 9:01
406,"No Show",,,4/7/2008 9:01
407,"No Show",,,4/7/2008 9:02
408,"Grad Center C",510,6,4/7/2008 9:02
409,"Grad Center A",430,5,4/7/2008 9:02
410,"Slater Hall",403,2,4/7/2008 9:02
411,"Grad Center C",530,5,4/7/2008 9:02
412,"New Pembroke #4",219,1,4/7/2008 9:03
413,"New Pembroke #4",209,1,4/7/2008 9:03
414,"Minden",201,3,4/7/2008 9:04
414,"Archibald House",217,1,4/7/2008 9:04
415,"Wayland House","400B",7,4/7/2008 9:04
416,"New Pembroke #4",321,1,4/7/2008 9:06
417,"Minden",113,3,4/7/2008 9:07
418,"Minden",601,3,4/7/2008 9:07
419,"New Pembroke #4",327,1,4/7/2008 9:07
420,"Gregorian Quad A",409,2,4/7/2008 9:07
421,"Drop to 422",,,4/7/2008 9:07
422,"Grad Center C",430,5,4/7/2008 9:08
422,"New Pembroke #4",303,1,4/7/2008 9:08
423,"New Pembroke #2",103,1,4/7/2008 9:08
424,"Archibald House",221,1,4/7/2008 9:09
425,"No Show",,,4/7/2008 9:09
426,"No Show",,,4/7/2008 9:09
427,"Jameson House",319,1,4/7/2008 9:09
428,"No Show",,,4/7/2008 9:09
429,"New Pembroke #4",325,1,4/7/2008 9:10
430,"New Pembroke #4",301,1,4/7/2008 9:10
431,"Chapin House","326B",1,4/7/2008 9:10
432,"Barbour Hall",206,2,4/7/2008 9:11
433,"New Pembroke #4",425,1,4/7/2008 9:11
434,"Poland House",208,1,4/7/2008 9:11
435,"No Show",,,4/7/2008 9:12
436,"No Show",,,4/7/2008 9:12
437,"Minden",215,3,4/7/2008 9:12
437,"Diman House",310,1,4/7/2008 9:12
438,"New Pembroke #4",313,1,4/7/2008 9:13
439,"Mead House",109,1,4/7/2008 9:13
439,"Mead House",113,1,4/7/2008 9:13
440,"Archibald House",418,1,4/7/2008 9:13
441,"New Pembroke #4",401,1,4/7/2008 9:13
442,"New Pembroke #4",427,1,4/7/2008 9:13
443,"Bronson House",204,1,4/7/2008 9:14
444,"Poland House",323,1,4/7/2008 9:14
445,"Poland House",324,1,4/7/2008 9:14
446,"Marcy House","400B",6,4/7/2008 9:14
446,"Diman House",325,1,4/7/2008 9:15
446,"Jameson House",114,1,4/7/2008 9:16
447,"Olney House",214,2,4/7/2008 9:16
448,"New Pembroke #4",326,1,4/7/2008 9:16
449,"New Pembroke #4",323,1,4/7/2008 9:16
450,"Machado",38,1,4/7/2008 9:16
451,"Drop to 588",,,4/7/2008 9:17
452,"Archibald House",218,1,4/7/2008 9:17
453,"Mead House",227,1,4/7/2008 9:17
453,"Mead House",229,1,4/7/2008 9:17
454,"Poland House",201,1,4/7/2008 9:17
455,"No Show",,,4/7/2008 9:18
,,,,
"(Beginning of Semester Level 4 Groups)",,,,
,,,,
456,"Machado",34,1,4/9/2008 6:39
457,"Harkness House","326A",1,4/9/2008 6:39
458,"No Show",,,4/9/2008 6:40
459,"No Show",,,4/9/2008 6:40
460,"Diman House",323,1,4/9/2008 6:40
,,,,
"(Beginning of Semester Level 3 Groups)",,,,
,,,,
461,"Diman House",311,1,4/9/2008 6:40
462,"New Pembroke #2",201,1,4/9/2008 6:41
463,"New Pembroke #1",205,1,4/9/2008 6:41
464,"Grad Center C",540,5,4/9/2008 6:41
465,"Diman House",312,1,4/9/2008 6:42
466,"Machado",33,1,4/9/2008 6:42
467,"Caswell Hall",102,2,4/9/2008 6:42
468,"Harkness House","226B",1,4/9/2008 6:42
469,"Diman House","329A",1,4/9/2008 6:43
470,"New Pembroke #1",202,1,4/9/2008 6:43
471,"Diman House","329B",1,4/9/2008 6:43
472,"Goddard House",308,2,4/9/2008 6:44
472,"Jameson House",218,1,4/9/2008 6:44
473,"Caswell Hall",410,2,4/9/2008 6:44
473,"Caswell Hall",411,2,4/9/2008 6:44
474,"Harkness House","326B",1,4/9/2008 6:45
475,"Caswell Hall",111,2,4/9/2008 6:45
476,"Caswell Hall",311,2,4/9/2008 6:45
477,"Caswell Hall",110,2,4/9/2008 6:45
478,"New Pembroke #2",307,1,4/9/2008 6:45
479,"Machado",32,1,4/9/2008 6:45
480,"Drop to 482",,,4/9/2008 6:46
481,"Caswell Hall",406,2,4/9/2008 6:46
482,"Minden",501,3,4/9/2008 6:46
483,"Caswell Hall",412,2,4/9/2008 6:46
484,"Minden",406,2,4/9/2008 6:47
485,"Barbour Hall Apartments",260,5,4/9/2008 6:47
486,"Mead House",216,1,4/9/2008 6:47
486,"Mead House",218,1,4/9/2008 6:47
486,"Minden",815,3,4/9/2008 6:48
487,"Barbour Hall",201,2,4/9/2008 6:48
488,"Grad Center D",230,5,4/9/2008 6:48
489,"Grad Center D",520,6,4/9/2008 6:48
490,"Caswell Hall",405,2,4/9/2008 6:48
491,"Slater Hall",402,2,4/9/2008 6:48
491,"Grad Center D",210,4,4/9/2008 6:48
492,"Grad Center A",440,6,4/9/2008 6:49
493,"Jameson House",225,1,4/9/2008 6:49
494,"Gregorian Quad B",401,2,4/9/2008 6:49
495,"Poland House",202,1,4/9/2008 6:49
496,"Jameson House",219,1,4/9/2008 6:49
497,"Slater Hall",203,2,4/9/2008 6:49
498,"No Show",,,4/9/2008 6:50
499,"Harkness House","400A",7,4/9/2008 6:50
499,"Archibald House",127,1,4/9/2008 6:50
500,"Barbour Hall Apartments",80,4,4/9/2008 6:50
501,"Jameson House",214,1,4/9/2008 6:50
502,"Poland House",203,1,4/9/2008 6:51
503,"Drop to 535",,,4/9/2008 6:51
504,"111 Brown Street",201,2,4/9/2008 6:51
504,"111 Brown Street",301,2,4/9/2008 6:51
504,"111 Brown Street",302,2,4/9/2008 6:51
505,"Minden",513,3,4/9/2008 6:51
506,"111 Brown Street",202,2,4/9/2008 6:52
506,"111 Brown Street",203,2,4/9/2008 6:52
507,"Caswell Hall",407,2,4/9/2008 6:52
508,"Barbour Hall Apartments",160,5,4/9/2008 6:52
509,"Morriss Hall",401,6,4/9/2008 6:52
510,"Drop to 513",,,4/9/2008 6:53
511,"Barbour Hall",301,2,4/9/2008 6:53
511,"Barbour Hall",303,2,4/9/2008 6:53
511,"Barbour Hall",308,2,4/9/2008 6:53
512,"New Pembroke #3",303,1,4/9/2008 6:53
512,"New Pembroke #3",315,1,4/9/2008 6:53
512,"New Pembroke #3",317,1,4/9/2008 6:53
513,"Slater Hall",102,3,4/9/2008 6:54
513,"Slater Hall",404,3,4/9/2008 6:54
513,"New Pembroke #2",305,1,4/9/2008 6:54
513,"Grad Center A",530,5,4/9/2008 6:55
514,"Caswell Hall",210,2,4/9/2008 6:56
515,"Caswell Hall",306,2,4/9/2008 6:56
515,"Caswell Hall",307,2,4/9/2008 6:56
516,"Everett House",316,1,4/9/2008 6:56
517,"Diman House",304,2,4/9/2008 6:56
517,"Diman House","400A",8,4/9/2008 6:56
518,"Minden",502,3,4/9/2008 6:57
519,"New Pembroke #1",302,1,4/9/2008 6:57
520,"Minden",402,3,4/9/2008 6:57
520,"Minden",602,3,4/9/2008 6:57
521,"Diman House",221,3,4/9/2008 6:58
521,"Diman House",307,2,4/9/2008 6:58
521,"Diman House",308,2,4/9/2008 6:58
521,"Caswell Hall",201,2,4/9/2008 6:58
522,"Caswell Hall",212,2,4/9/2008 6:58
523,"New Pembroke #3",215,1,4/9/2008 6:58
524,"Grad Center B",530,5,4/9/2008 6:59
524,"New Pembroke #4",302,1,4/9/2008 6:59
525,"Grad Center D",540,6,4/9/2008 6:59
525,"Caswell Hall",402,2,4/9/2008 6:59
526,"Marcy House",225,3,4/9/2008 7:00
527,"Bronson House",304,1,4/9/2008 7:00
528,"Barbour Hall Apartments",190,4,4/9/2008 7:00
529,"Grad Center D",120,4,4/9/2008 7:00
530,"Grad Center D",420,5,4/9/2008 7:01
531,"Caswell Hall",301,2,4/9/2008 7:01
531,"Caswell Hall",401,2,4/9/2008 7:01
531,"Caswell Hall",403,2,4/9/2008 7:01
532,"Hegeman","B205",2,4/9/2008 7:01
532,"Hegeman","B305",2,4/9/2008 7:01
533,"Harkness House","400B",8,4/9/2008 7:02
533,"Harkness House",330,2,4/9/2008 7:02
534,"Caswell Hall",309,2,4/9/2008 7:02
534,"Caswell Hall",312,2,4/9/2008 7:02
534,"Caswell Hall",409,2,4/9/2008 7:02
535,"Caswell Hall",302,2,4/9/2008 7:02
535,"Grad Center D",410,5,4/9/2008 7:03
536,"Grad Center D",440,6,4/9/2008 7:03
537,"Bronson House",309,1,4/9/2008 7:03
537,"Bronson House",409,1,4/9/2008 7:03
537,"Caswell Hall",206,2,4/9/2008 7:03
537,"Caswell Hall",208,2,4/9/2008 7:03
538,"Grad Center A",140,5,4/9/2008 7:03
539,"Barbour Hall Apartments",220,4,4/9/2008 7:03
540,"Barbour Hall Apartments",320,4,4/9/2008 7:04
541,"Barbour Hall",205,2,4/9/2008 7:04
542,"Everett House",216,1,4/9/2008 7:04
543,"Caswell Hall",204,2,4/9/2008 7:04
543,"Caswell Hall",304,2,4/9/2008 7:04
544,"Minden",408,2,4/9/2008 7:05
544,"Minden",412,4,4/9/2008 7:05
545,"Caswell Hall",106,2,4/9/2008 7:05
545,"Caswell Hall",107,2,4/9/2008 7:05
545,"Bronson House",203,1,4/9/2008 7:05
546,"New Pembroke #1",305,1,4/9/2008 7:07
547,"Barbour Hall Apartments",150,5,4/9/2008 7:08
548,"Barbour Hall Apartments",280,4,4/9/2008 7:08
549,"Harkness House",201,2,4/9/2008 7:08
549,"Harkness House",202,2,4/9/2008 7:08
549,"Harkness House",301,2,4/9/2008 7:08
549,"Harkness House",302,2,4/9/2008 7:08
550,"Grad Center D",510,5,4/9/2008 7:09
551,"Drop to 602",,,4/9/2008 7:09
552,"Grad Center A",420,6,4/9/2008 7:09
553,"Caswell Hall",305,2,4/9/2008 7:10
553,"New Pembroke #2",207,1,4/9/2008 7:10
554,"New Pembroke #3",203,1,4/9/2008 7:10
555,"Diman House",327,2,4/9/2008 7:10
555,"Diman House",328,2,4/9/2008 7:10
556,"Minden",512,4,4/9/2008 7:11
556,"New Pembroke #2",203,1,4/9/2008 7:11
557,"Barbour Hall",103,2,4/9/2008 7:11
557,"New Pembroke #1",206,1,4/9/2008 7:11
557,"Jameson House",125,1,4/9/2008 7:11
557,"Diman House",333,2,4/9/2008 7:12
557,"Diman House",334,2,4/9/2008 7:12
558,"Caswell Hall",105,2,4/9/2008 7:12
559,"Grad Center D",310,5,4/9/2008 7:13
559,"Grad Center D",430,5,4/9/2008 7:13
560,"Grad Center B",540,5,4/9/2008 7:13
561,"Diman House","400B",8,4/9/2008 7:13
561,"Barbour Hall Apartments",380,4,4/9/2008 7:13
562,"Plantations House",303,2,4/9/2008 7:14
562,"New Pembroke #1",204,1,4/9/2008 7:14
563,"Grad Center D",610,5,4/9/2008 7:14
564,"Slater Hall",302,2,4/9/2008 7:14
564,"Slater Hall",406,2,4/9/2008 7:14
565,"Grad Center B",420,5,4/9/2008 7:15
566,"Grad Center D",320,6,4/9/2008 7:15
566,"Grad Center D",340,6,4/9/2008 7:15
567,"Caswell Hall",408,2,4/9/2008 7:15
568,"Caswell Hall",103,2,4/9/2008 7:16
568,"Caswell Hall",104,2,4/9/2008 7:16
569,"Diman House",331,2,4/9/2008 7:16
570,"Caswell Hall",101,2,4/9/2008 7:16
570,"Caswell Hall",108,2,4/9/2008 7:16
570,"Caswell Hall",308,2,4/9/2008 7:17
571,"Grad Center D",640,6,4/9/2008 7:17
572,"Grad Center C",420,5,4/9/2008 7:17
573,"Caswell Hall",109,2,4/9/2008 7:18
573,"Caswell Hall",112,2,4/9/2008 7:18
574,"Caswell Hall",404,2,4/9/2008 7:19
574,"Diman House",301,2,4/9/2008 7:19
574,"Diman House",302,2,4/9/2008 7:19
574,"Diman House",317,2,4/9/2008 7:19
575,"Jameson House",318,1,4/9/2008 7:19
576,"Chapin House","400A",8,4/9/2008 7:19
577,"Bronson House",306,1,4/9/2008 7:20
578,"Harkness House",324,2,4/9/2008 7:20
578,"Harkness House",328,2,4/9/2008 7:20
578,"Harkness House",230,2,4/9/2008 7:20
579,"Barbour Hall",106,2,4/9/2008 7:20
579,"Barbour Hall",108,2,4/9/2008 7:20
579,"Barbour Hall",203,2,4/9/2008 7:20
580,"111 Brown Street",102,2,4/9/2008 7:21
581,"Marcy House",341,2,4/9/2008 7:21
581,"Marcy House",342,2,4/9/2008 7:21
582,"Grad Center D",240,6,4/9/2008 7:21
583,"Diman House",215,3,4/9/2008 7:21
583,"Diman House",217,2,4/9/2008 7:22
584,"Grad Center D",630,5,4/9/2008 7:22
585,"Minden",212,4,4/9/2008 7:22
586,"New Pembroke #1",201,2,4/9/2008 7:22
586,"Grad Center B",210,6,4/9/2008 7:22
587,"Grad Center C",620,5,4/9/2008 7:23
587,"Grad Center C",640,5,4/9/2008 7:23
588,"Jameson House",314,1,4/9/2008 7:23
588,"Diman House",315,3,4/9/2008 7:23
588,"Diman House",321,2,4/9/2008 7:24
589,"Grad Center A",640,6,4/9/2008 7:24
590,"Harkness House",204,2,4/9/2008 7:24
590,"Harkness House",304,2,4/9/2008 7:24
591,"Grad Center B",510,6,4/9/2008 7:24
591,"Grad Center B",440,5,4/9/2008 7:24
592,"Grad Center A",310,5,4/9/2008 7:25
593,"Grad Center D",220,6,4/9/2008 7:25
594,"Barbour Hall",306,2,4/9/2008 7:25
594,"Sears House",223,2,4/9/2008 7:25
594,"Sears House",224,2,4/9/2008 7:26
595,"Gregorian Quad A",410,2,4/9/2008 7:26
596,"Grad Center B",410,6,4/9/2008 7:26
597,"Archibald House",131,1,4/9/2008 7:26
598,"Minden",101,3,4/9/2008 7:26
598,"Marcy House",325,2,4/9/2008 7:27
599,"Grad Center B",310,6,4/9/2008 7:27
599,"Harkness House",323,2,4/9/2008 7:27
600,"Sears House",329,2,4/9/2008 7:27
600,"Sears House",330,2,4/9/2008 7:27
601,"New Pembroke #1",306,1,4/9/2008 7:27
601,"New Pembroke #1",402,1,4/9/2008 7:28
602,"Grad Center B",430,6,4/9/2008 7:28
602,"Archibald House",422,1,4/9/2008 7:28
603,"Grad Center B",340,5,4/9/2008 7:28
604,"Grad Center C",220,5,4/9/2008 7:28
605,"Goddard House",304,2,4/9/2008 7:29
606,"Grad Center C",610,6,4/9/2008 7:29
607,"Grad Center C",210,6,4/9/2008 7:29
608,"Grad Center A",540,6,4/9/2008 7:29
608,"Grad Center A",620,6,4/9/2008 7:29
609,"Grad Center A",240,6,4/9/2008 7:30
610,"Harkness House",228,2,4/9/2008 7:30
610,"Grad Center A",220,5,4/9/2008 7:30
611,"New Pembroke #1",404,1,4/9/2008 7:30
611,"New Pembroke #1",406,1,4/9/2008 7:30
611,"New Pembroke #1",407,1,4/9/2008 7:30
611,"Bronson House",214,1,4/9/2008 7:31
612,"Harkness House",213,2,4/9/2008 7:31
612,"Harkness House",217,2,4/9/2008 7:31
613,"Harkness House",313,2,4/9/2008 7:31
613,"Harkness House",317,2,4/9/2008 7:31
613,"Gregorian Quad B",405,2,4/9/2008 7:31
614,"Goddard House",327,2,4/9/2008 7:32
615,"Minden",712,4,4/9/2008 7:32
616,"Marcy House",121,2,4/9/2008 7:33
616,"Marcy House",125,2,4/9/2008 7:33
617,"Minden",312,4,4/9/2008 7:33
618,"Marcy House",321,2,4/9/2008 7:33
618,"Marcy House",340,2,4/9/2008 7:33
619,"Olney House",313,2,4/9/2008 7:33
619,"Olney House",317,2,4/9/2008 7:34
620,"Sears House",214,2,4/9/2008 7:35
621,"Barbour Hall Apartments",250,5,4/9/2008 7:35
621,"Mead House",204,1,4/9/2008 7:35
622,"Grad Center B",240,5,4/9/2008 7:35
623,"Diman House",117,2,4/9/2008 7:35
623,"East Andrews",452,2,4/9/2008 7:36
624,"Olney House",213,2,4/9/2008 7:36
624,"Olney House",217,2,4/9/2008 7:36
625,"Sears House",213,2,4/9/2008 7:36
625,"Sears House",217,2,4/9/2008 7:36
625,"Sears House",228,2,4/9/2008 7:36
625,"Sears House",229,2,4/9/2008 7:36
626,"Hegeman","B105",2,4/9/2008 7:36
627,"Everett House",124,3,4/9/2008 7:37
627,"Everett House",407,3,4/9/2008 7:37
628,"Sears House",304,2,4/9/2008 7:37
628,"Sears House",308,2,4/9/2008 7:37
629,"Goddard House",301,2,4/9/2008 7:37
629,"Goddard House",302,2,4/9/2008 7:37
629,"Goddard House",323,2,4/9/2008 7:37
630,"Minden",612,4,4/9/2008 7:38
631,"Goddard House",223,2,4/9/2008 7:38
631,"Goddard House",227,2,4/9/2008 7:38
632,"Grad Center D",110,5,4/9/2008 7:38
632,"Diman House",121,2,4/9/2008 7:38
633,"Mead House",103,1,4/9/2008 7:39
634,"Sears House",301,2,4/9/2008 7:39
634,"Sears House",302,2,4/9/2008 7:39
634,"Sears House",307,2,4/9/2008 7:40
635,"Drop to 640",,,4/9/2008 7:40
636,"No Show",,,4/9/2008 7:40
637,"Olney House",113,2,4/9/2008 7:40
637,"Olney House",117,2,4/9/2008 7:40
638,"New Pembroke #4",413,1,4/9/2008 7:41
638,"New Pembroke #4",421,1,4/9/2008 7:41
638,"New Pembroke #4",423,1,4/9/2008 7:41
638,"New Pembroke #4",426,1,4/9/2008 7:41
639,"Sears House",230,2,4/9/2008 7:41
639,"Sears House",328,2,4/9/2008 7:41
640,"Grad Center A",130,5,4/9/2008 7:41
641,"Marcy House",119,3,4/9/2008 7:42
642,"Marcy House",219,3,4/9/2008 7:42
642,"Marcy House",221,2,4/9/2008 7:42
642,"Goddard House",127,2,4/9/2008 7:42
643,"New Pembroke #1",301,2,4/9/2008 7:43
643,"New Pembroke #1",315,2,4/9/2008 7:43
643,"New Pembroke #1",401,2,4/9/2008 7:43
644,"Chapin House",323,2,4/9/2008 7:43
645,"Grad Center B",110,5,4/9/2008 7:43
646,"Grad Center B",120,5,4/9/2008 7:43
647,"Chapin House",324,2,4/9/2008 7:44
647,"Chapin House",317,2,4/9/2008 7:44
648,"Chapin House",213,2,4/9/2008 7:44
648,"Chapin House",214,2,4/9/2008 7:44
648,"Chapin House",217,2,4/9/2008 7:44
648,"Chapin House",117,2,4/9/2008 7:44
649,"New Pembroke #2",102,2,4/9/2008 7:45
649,"New Pembroke #2",105,2,4/9/2008 7:45
650,"Grad Center B",140,5,4/9/2008 7:45
650,"Bronson House",406,1,4/9/2008 7:45
651,"No Show",,,4/9/2008 7:46
652,"New Pembroke #2",204,1,4/9/2008 7:46
652,"New Pembroke #2",205,1,4/9/2008 7:46
653,"No Show",,,4/9/2008 7:47
654,"Machado",30,2,4/9/2008 7:47
655,"Barbour Hall Apartments",350,5,4/9/2008 7:47
655,"New Pembroke #1",307,1,4/9/2008 7:48
656,"Diman House",115,3,4/9/2008 7:48
656,"Chapin House",113,2,4/9/2008 7:48
656,"Marcy House",319,3,4/9/2008 7:48
657,"Grad Center C",140,5,4/9/2008 7:49
658,"New Pembroke #3",318,1,4/9/2008 7:49
659,"Grad Center C",130,4,4/9/2008 7:49
659,"New Pembroke #1",415,2,4/9/2008 7:50
660,"New Pembroke #2",306,2,4/9/2008 7:50
661,"New Pembroke #2",202,1,4/9/2008 7:50
661,"New Pembroke #2",104,1,4/9/2008 7:50
661,"New Pembroke #2",304,1,4/9/2008 7:50
661,"New Pembroke #3",218,1,4/9/2008 7:50
661,"New Pembroke #3",217,1,4/9/2008 7:51
661,"New Pembroke #4",402,1,4/9/2008 7:51
662,"Pass",,,4/9/2008 7:53
663,"New Pembroke #2",206,2,4/9/2008 7:53
663,"New Pembroke #2",215,2,4/9/2008 7:53
663,"New Pembroke #2",315,2,4/9/2008 7:53
664,"Pass",,,4/9/2008 7:53
665,"Pass",,,4/9/2008 7:54
666,"Pass",,,4/9/2008 7:54
667,"Pass",,,4/9/2008 7:54
668,"Archibald House",319,4,4/9/2008 7:54
669,"East Andrews",416,2,4/9/2008 7:54
669,"East Andrews",450,2,4/9/2008 7:54
670,"Pass",,,4/9/2008 7:54
671,"Pass",,,4/9/2008 7:55
672,"Pass",,,4/9/2008 7:55
673,"Pass",,,4/9/2008 7:55
674,"Machado",39,2,4/9/2008 7:55
675,"Pass",,,4/9/2008 7:55
676,"Pass",,,4/9/2008 7:56
677,"Pass",,,4/9/2008 7:56
678,"No Show",,,4/9/2008 7:56
679,"Pass",,,4/9/2008 7:56
680,"East Andrews",214,3,4/9/2008 7:56
681,"Pass",,,4/9/2008 7:56
682,"Pass",,,4/9/2008 7:56
683,"Pass",,,4/9/2008 7:56
684,"Pass",,,4/9/2008 7:56
685,"Drop to 691",,,4/9/2008 7:57
686,"Pass",,,4/9/2008 7:57
687,"Pass",,,4/9/2008 7:57
688,"Pass",,,4/9/2008 7:57
689,"Pass",,,4/9/2008 7:57
690,"Pass",,,4/9/2008 7:57
691,"East Andrews",414,3,4/9/2008 7:57
691,"West Andrews",411,3,4/9/2008 7:57
692,"Pass",,,4/9/2008 7:58
693,"Pass",,,4/9/2008 7:58
694,"Jameson House",117,3,4/9/2008 7:58
695,"Pass",,,4/9/2008 7:58
696,"Pass",,,4/9/2008 7:58
697,"Pass",,,4/9/2008 7:58
698,"Pass",,,4/9/2008 7:58
699,"Pass",,,4/9/2008 7:58
700,"Pass",,,4/9/2008 7:58
701,"Pass",,,4/9/2008 7:58
702,"No Show",,,4/9/2008 7:59
703,"Pass",,,4/9/2008 7:59
704,"Pass",,,4/9/2008 7:59
705,"Everett House",309,4,4/9/2008 7:59
706,"Pass",,,4/9/2008 7:59
707,"Pass",,,4/9/2008 7:59
708,"Pass",,,4/9/2008 7:59
709,"Pass",,,4/9/2008 7:59
710,"Pass",,,4/9/2008 7:59
711,"Pass",,,4/9/2008 7:59
712,"No Show",,,4/9/2008 7:59
713,"Pass",,,4/9/2008 7:59
714,"Pass",,,4/9/2008 8:00
715,"No Show",,,4/9/2008 8:00
716,"Pass",,,4/9/2008 8:00
717,"Pass",,,4/9/2008 8:00
718,"Pass",,,4/9/2008 8:00
719,"No Show",,,4/9/2008 8:00
720,"No Show",,,4/9/2008 8:00
721,"Pass",,,4/9/2008 8:00
722,"Pass",,,4/9/2008 8:00
723,"Pass",,,4/9/2008 8:00
724,"Pass",,,4/9/2008 8:00
725,"Pass",,,4/9/2008 8:00
726,"No Show",,,4/9/2008 8:00
727,"Pass",,,4/9/2008 8:00
728,"Pass",,,4/9/2008 8:00
729,"Pass",,,4/9/2008 8:01
730,"No Show",,,4/9/2008 8:01
731,"Pass",,,4/9/2008 8:01
732,"No Show",,,4/9/2008 8:01
733,"Pass",,,4/9/2008 8:01
